,nhru_v1_1,i,j,wght
17386,2346,94,69,0.0009103921539500638
17387,2346,93,69,0.2559791168590957
17388,2346,93,68,0.0005367867057927375
17389,2347,90,63,0.010296163206596367
17390,2347,91,63,0.10985661421864072
17391,2347,92,62,0.1753986192853927
17392,2347,91,62,0.13893784214800603
17393,2347,92,61,0.2569946977064409
17394,2347,91,61,0.011149800391710265
17395,2347,92,60,0.103828002532708
17396,2347,93,62,0.003355523624142687
17397,2347,93,61,0.09635739000825844
17398,2347,93,60,0.09382534687814081
17399,2348,92,60,0.021466476311801312
17400,2348,92,59,0.01708138834845632
17401,2348,93,60,0.07228020568119649
17402,2348,93,59,0.2295988023634913
17403,2348,93,58,0.327726213131651
17404,2348,92,58,0.07258883770221496
17405,2348,94,57,0.001114834685990922
17406,2348,93,57,0.25321792755671163
17407,2348,92,57,0.004920638303144693
17408,2348,93,56,4.675915285066491e-06
17409,2349,94,60,0.001497949425157298
17410,2349,93,60,0.14763461111788267
17411,2349,94,59,0.2519125939063029
17412,2349,93,59,0.27850836307716803
17413,2349,94,58,0.1528020018624076
17414,2349,93,58,0.12175544519230977
17415,2349,94,57,0.001989127806444193
17416,2349,93,57,0.04389990761231308
17417,2350,92,64,0.04492120984581318
17418,2350,90,64,0.0004477346244813871
17419,2350,90,63,0.006385584897955377
17420,2350,91,64,0.08026839131891543
17421,2350,93,63,0.12923932382504333
17422,2350,92,63,0.20929990008427402
17423,2350,91,63,0.1341472164682671
17424,2350,92,62,0.0880516420299958
17425,2350,91,62,0.002423495637070014
17426,2350,94,63,0.0003005783334113906
17427,2350,94,62,0.02170798113363711
17428,2350,93,62,0.22225626593113657
17429,2350,93,61,0.060550675870059543
17430,2367,88,95,0.1379606071618785
17431,2367,87,95,0.02894505314013891
17432,2367,88,94,0.5343526270634743
17433,2367,87,94,0.2987417126344978
17434,2368,92,114,0.11761862593889338
17435,2368,91,114,0.1257420531641429
17436,2368,90,114,0.002718621389413223
17437,2368,92,113,0.10397617018959017
17438,2368,91,113,0.36988171709575207
17439,2368,90,113,0.1475874076765161
17440,2368,91,112,0.06401006876190339
17441,2368,90,112,0.06846533578381644
17442,2372,89,126,0.02633405213273005
17443,2372,88,126,0.11067337842220121
17444,2372,87,126,0.0016895889572140675
17445,2372,89,125,0.06016957653613301
17446,2372,88,125,0.22760495849607232
17447,2372,87,125,0.3582779197600616
17448,2372,87,124,0.029386842238297208
17449,2374,89,126,0.0014444519695144082
17450,2374,89,125,0.09803277611538004
17451,2374,88,125,0.264074122500969
17452,2374,87,125,0.037169914237274955
17453,2374,88,124,0.09891252499527006
17454,2374,87,124,0.4572871725794653
17455,2374,87,123,0.0005422304497917593
17456,2427,105,88,0.0011618840995294374
17457,2427,104,88,0.19007039337596499
17458,2427,104,87,0.1824484050454201
17459,2427,104,86,0.0007000590782938742
17460,2427,103,86,0.028599176710472674
17461,2427,103,89,0.06780281570178154
17462,2427,102,89,5.384008560659061e-07
17463,2427,103,88,0.2482135865738738
17464,2427,103,87,0.2807734773797115
17465,2427,102,87,0.00022966363435135135
17466,2428,87,63,0.019698061965771084
17467,2428,88,62,9.136188720248735e-07
17468,2428,87,62,0.0633391750459572
17469,2428,87,61,0.06203346691418604
17470,2428,87,60,0.0679683286460697
17471,2428,90,61,0.0002463353848395809
17472,2428,89,61,0.013440099490398273
17473,2428,88,61,0.01924071342948675
17474,2428,89,60,0.06806415740403914
17475,2428,88,60,0.06801626147105924
17476,2428,89,59,0.06806415740403113
17477,2428,88,59,0.06801626147104496
17478,2428,87,59,0.06442052896238394
17479,2428,89,58,0.020217814231726146
17480,2428,88,58,0.04639282266284727
17481,2428,90,60,0.0327388945146934
17482,2428,90,59,0.017245184569814585
17483,2428,90,58,0.0001726117808027291
17484,2428,87,58,0.0334838138285785
17485,2428,87,57,0.0002049708052180185
17486,2429,90,81,0.018364470778349542
17487,2429,89,81,0.0022621172855865537
17488,2429,90,80,0.12729096985578292
17489,2429,89,80,0.05087699772106845
17490,2429,93,82,0.04395260939686757
17491,2429,92,82,0.040565780887286185
17492,2429,94,81,0.0010157940560285128
17493,2429,91,82,0.00209326539532877
17494,2429,93,81,0.1104402822721999
17495,2429,92,81,0.13069514873120358
17496,2429,91,81,0.10415358656462999
17497,2429,93,80,0.016545422398227698
17498,2429,92,80,0.06785586452370053
17499,2429,91,80,0.08897018951584981
17500,2429,90,79,0.09774251515960368
17501,2429,89,79,0.053950860363369095
17502,2429,89,78,0.009205357010230468
17503,2429,90,78,0.034018768084707315
17504,2430,90,80,0.0015272758253236341
17505,2430,92,80,0.010959807549303414
17506,2430,91,80,0.02479858576144649
17507,2430,92,79,0.05994938152208593
17508,2430,91,79,0.07779293804758794
17509,2430,92,78,0.07672178353318089
17510,2430,93,79,0.004449785447870056
17511,2430,93,78,0.014171285168682796
17512,2430,93,77,2.4007444587256225e-06
17513,2430,90,79,0.019518842240564657
17514,2430,91,78,0.07779293804761912
17515,2430,90,78,0.049129498079972155
17516,2430,92,77,0.06733374752063442
17517,2430,91,77,0.07779293804760637
17518,2430,90,77,0.04057729712443603
17519,2430,91,76,0.07779293804758942
17520,2430,90,76,0.028141944404775028
17521,2430,91,75,0.06095771295167219
17522,2430,90,75,0.004614010679174672
17523,2430,93,76,0.010802023836777221
17524,2430,92,76,0.07752948284891575
17525,2430,93,75,0.003777373652548661
17526,2430,92,75,0.07755966784975407
17527,2430,93,74,4.061072738102644e-06
17528,2430,92,74,0.04845277310154131
17529,2430,91,74,0.007849506893755614
17530,2431,87,113,0.03106652076482533
17531,2431,87,112,0.10343139491409807
17532,2431,88,111,0.044741776651053944
17533,2431,87,111,0.15438829452151168
17534,2431,88,110,0.0575239629147893
17535,2431,87,110,0.01622068043493268
17536,2432,87,111,0.0072052499792817
17537,2432,88,110,0.01710049452824115
17538,2432,87,110,0.0822184084432388
17539,2432,87,109,0.09087190125943627
17540,2432,87,108,0.0908719012593967
17541,2432,87,107,0.02224585945671685
17542,2432,89,109,0.0002425141125542098
17543,2432,88,109,0.06919837819543555
17544,2432,88,108,0.03752048367288636
17545,2432,88,107,0.014386416629630925
17546,2433,89,109,0.0018687703105258614
17547,2433,88,109,1.727138159074889e-05
17548,2433,89,108,0.052604143459736484
17549,2433,91,107,0.025074678335781506
17550,2433,92,106,0.016773085400759072
17551,2433,91,106,0.12024221936849756
17552,2433,90,106,0.130692508717611
17553,2433,92,105,0.04441325769057066
17554,2433,88,108,0.0766604301307497
17555,2433,90,107,0.06146319092334641
17556,2433,89,107,0.12896191083874303
17557,2433,88,107,0.04258983138734835
17558,2433,89,106,0.06729519080891291
17559,2433,89,105,0.002061613166012604
17560,2433,91,105,0.12168314855628536
17561,2433,90,105,0.09745883446336931
17562,2433,91,104,0.008091768792256435
17563,2433,90,104,0.002048146267931054
17564,2434,95,104,0.007667361843998021
17565,2434,92,106,0.09141479036632529
17566,2434,92,105,0.029528657526686302
17567,2434,94,106,0.07579722149902064
17568,2434,93,106,0.10660624606332914
17569,2434,95,105,0.04679179754942428
17570,2434,94,105,0.2223829281474175
17571,2434,93,105,0.21534382869655377
17572,2434,94,104,0.0836276734545158
17573,2434,93,104,0.09289053258062917
17574,2434,94,103,0.002285880529555247
17575,2434,92,104,5.123026472217013e-05
17576,2434,93,103,0.025611851477852297
17577,2435,88,92,0.018528077408414015
17578,2435,87,92,0.03327371884611979
17579,2435,88,91,0.19561101647664592
17580,2435,87,91,0.19544672857229795
17581,2435,90,91,0.0030035584024940974
17582,2435,89,91,0.06876348243096196
17583,2435,90,90,0.03975652547905108
17584,2435,89,90,0.12110884042646572
17585,2435,88,90,0.17286340461620694
17586,2435,87,90,0.035325759339845275
17587,2435,89,89,0.009561557236949776
17588,2435,88,89,0.002008356255414358
17589,2436,88,92,0.01367613579248054
17590,2436,91,92,0.18139911910732118
17591,2436,90,92,0.35254499588566673
17592,2436,89,92,0.29599600790521385
17593,2436,90,91,0.07697009604816511
17594,2436,89,91,0.0794136452611529
17595,2437,87,93,0.0036797454855724697
17596,2437,88,92,0.14818220302227897
17597,2437,87,92,0.27875759161696756
17598,2437,88,91,0.003614285869622045
17599,2437,89,92,0.001069482683828424
17600,2437,90,91,0.10226817538931295
17601,2437,89,91,0.21927673062211664
17602,2437,90,90,0.0031954432633199198
17603,2437,89,90,0.0020982680992286183
17604,594,129,25,0.014164313903925693
17605,594,129,24,0.0010679156158665134
17606,616,129,32,0.15238851737349132
17607,616,129,31,0.008986598908228558
17608,617,129,32,0.018649620528769544
17609,617,129,31,0.3619037153467546
17610,617,129,30,0.15089603667655752
17611,621,129,30,0.07023987172689991
17612,621,129,29,0.03979186570980996
17613,621,129,28,0.022176437682012815
17614,622,129,33,0.07749482982076888
17615,622,129,32,0.10288495236730143
17616,623,129,32,1.0000000000000002
17617,624,129,22,7.191255118426602e-05
17618,624,128,22,0.025606442212596826
17619,624,127,22,0.002258496793120168
17620,624,129,21,0.050846637467817805
17621,624,128,21,0.08838697597969888
17622,624,127,21,0.03075125030000419
17623,624,129,20,0.08844564705692375
17624,624,128,20,0.088386975979649
17625,624,127,20,0.04493982338648523
17626,624,129,19,0.04391364485984886
17627,624,128,19,0.04416774977987447
17628,624,127,19,0.07320537030603293
17629,624,128,18,0.03295262880489293
17630,624,127,18,0.07544237761156565
17631,624,126,18,4.241155547217349e-06
17632,624,127,17,0.0017862608860974246
17633,625,129,23,0.05792594583649248
17634,625,128,23,0.12513778817306925
17635,625,127,23,0.03985815739465739
17636,625,129,22,0.23636126373307054
17637,625,128,22,0.16424485652862458
17638,625,127,22,0.015516906798261195
17639,625,129,21,0.10067385057861646
17640,626,129,32,0.2133221202438018
17641,626,129,31,0.786677879755163
17642,627,129,32,1.0
17643,628,129,26,0.07084658533065151
17644,628,128,26,0.0048474051645806615
17645,628,129,25,0.10317599355630436
17646,628,128,25,0.06759375667147834
17647,628,129,24,0.1119430873355755
17648,628,128,24,0.11001207146815856
17649,628,127,24,0.004882792194798003
17650,628,129,23,0.08510184155712087
17651,628,128,23,0.050234913578258045
17652,628,129,22,0.00012620297041447193
17653,641,128,32,0.06274503339751976
17654,641,129,32,0.01292273892838669
17655,641,129,31,0.09799186653103589
17656,641,128,31,0.42550651676572804
17657,641,128,30,0.048408284891442534
17658,641,127,32,0.04562457629319368
17659,641,127,31,0.2007019563977701
17660,641,127,30,0.10609902679466693
17661,646,129,45,0.02569211696789726
17662,647,129,45,0.0008872893171424893
17663,647,129,44,0.05367393095403024
17664,647,129,43,0.02216976416356902
17665,653,129,31,0.03185765943067856
17666,653,128,31,0.0024420598862921203
17667,653,129,30,0.03875080788827225
17668,653,128,30,0.09364639271237128
17669,653,129,29,0.07764146370488252
17670,653,128,29,0.10535433762852964
17671,653,127,30,0.03245510618526282
17672,653,127,29,0.08114555581557469
17673,653,126,29,0.01212562693489934
17674,653,127,28,0.10528434668401579
17675,653,126,28,0.04755819796318472
17676,653,129,28,0.061487160641110844
17677,653,128,28,0.09629640380484462
17678,653,128,27,0.010590348582958804
17679,653,127,27,0.08958125207964579
17680,653,127,26,0.047209530234567317
17681,653,126,27,0.055415933444609586
17682,653,126,26,0.010953289730071047
17683,653,127,25,5.764054757092622e-08
17684,656,129,37,0.031446786242375964
17685,656,129,36,0.10598359556628022
17686,656,128,36,0.034644641547693485
17687,656,127,36,0.026916448698265108
17688,656,128,35,0.10813730385258136
17689,656,127,35,0.018192143829710794
17690,656,128,34,0.002747426745947332
17691,656,129,35,0.11744456054558372
17692,656,129,34,0.06697719434067739
17693,656,129,33,0.05900801860895706
17694,656,129,32,0.031241248765799205
17695,662,127,36,0.897866878497
17696,662,126,36,0.0888579701023245
17697,662,127,35,0.013275151400678423
17698,663,125,28,0.05354697841192844
17699,663,127,26,0.026455274875636245
17700,663,126,27,0.0613405471871537
17701,663,125,27,0.11587234134451849
17702,663,126,26,0.2358959992040901
17703,663,125,26,0.11440568903035435
17704,663,126,25,0.2366717727932954
17705,663,127,25,0.10290196270316461
17706,663,127,24,0.003061486169753697
17707,663,126,24,0.022092482546690873
17708,663,125,25,0.027755465733416227
17709,664,127,37,0.0018311064995989845
17710,664,126,37,0.45386304480095224
17711,664,127,36,0.1115380321507844
17712,664,126,36,0.4327678165486642
17713,665,127,30,0.09752806643637167
17714,665,126,30,0.002043140403512408
17715,665,127,29,0.09717179439868459
17716,665,126,29,0.18151676510912967
17717,665,125,29,0.05289052917972927
17718,665,126,28,0.23209724162004083
17719,665,125,28,0.19401094694874887
17720,665,126,27,0.10179585892191685
17721,665,125,27,0.0409456569819318
17722,666,129,38,0.04744548292648321
17723,666,128,38,0.1296909223609782
17724,666,127,38,0.060790868268783514
17725,666,129,37,0.1572630081705664
17726,666,128,37,0.21462686716578083
17727,666,127,37,0.10070008891065509
17728,666,129,36,0.02095851716843312
17729,666,126,37,0.008094672112208351
17730,666,128,36,0.15127266304920792
17731,666,127,36,0.08969803050872634
17732,667,126,37,0.13137692390759437
17733,667,126,36,0.868623076092706
17734,668,127,36,0.04991976317452739
17735,668,126,36,0.7521395966814257
17736,668,127,35,0.12490026681756364
17737,668,126,35,0.07304037332648143
17738,669,126,36,0.0008221434643765482
17739,669,128,35,0.009111008750129108
17740,669,127,35,0.09070790053693584
17741,669,126,35,0.09369863625796257
17742,669,128,34,0.11314955962940408
17743,669,125,35,0.00029247695835189427
17744,669,127,34,0.11578478699176542
17745,669,126,34,0.0756475395800511
17746,669,128,33,0.11586175842075234
17747,669,127,33,0.11335558441163826
17748,669,126,33,0.02435139896876014
17749,669,128,32,0.09917284644929343
17750,669,129,34,0.0498202653879244
17751,669,129,33,0.03674596198190045
17752,669,129,32,0.01970581214182017
17753,669,129,31,0.0002019788435368928
17754,669,127,32,0.041570341225380086
17755,670,127,38,0.09397742273331942
17756,670,126,38,0.2623655161885348
17757,670,127,37,0.46351297918258266
17758,670,126,37,0.18014408189556275
17759,671,126,38,0.11814396950487524
17760,671,126,37,0.8818560304951245
17761,672,127,30,0.04253388846244768
17762,672,126,30,0.05734697217729349
17763,672,126,29,0.24246094803064736
17764,672,125,29,0.4120231911680713
17765,672,124,29,0.11584888448265329
17766,672,125,28,0.08774912454370293
17767,672,124,28,0.042036991135185484
17768,675,129,57,0.027769816096553244
17769,675,129,56,0.1901073284957671
17770,675,129,55,0.01669662250261111
17771,676,129,57,0.00709245002407573
17772,676,129,56,0.0014635008026895402
17773,682,125,28,0.02464613243400585
17774,682,125,27,0.17053982835796697
17775,682,124,27,0.08295434757184807
17776,682,125,26,0.1579658147487795
17777,682,124,26,0.3359509487914046
17778,682,123,26,0.0008266526743069009
17779,682,125,25,0.0004584067091580756
17780,682,124,25,0.1656396176394544
17781,682,123,25,0.061018251073007
17782,683,129,57,0.00199224430926135
17783,683,129,56,0.12793685797719187
17784,683,129,55,0.21245792318177298
17785,683,129,54,0.054598081943779346
17786,683,129,53,0.006964708395126643
17787,684,127,45,0.11819282237486355
17788,684,127,44,0.8818071776251325
17789,685,127,46,0.09417963141662374
17790,685,127,45,0.8576621634755924
17791,685,126,45,6.216170556006767e-06
17792,685,127,44,0.048151988937228364
17793,686,128,50,0.2545447322179615
17794,686,127,50,0.028148109413608884
17795,686,128,49,0.6932794711871709
17796,686,127,49,0.02402768718097529
17797,687,127,50,0.0024441077725922454
17798,687,128,49,0.13383156908425178
17799,687,127,49,0.023890656091412537
17800,687,128,48,0.2189173972208567
17801,687,127,48,0.08249330244426831
17802,687,128,46,0.11104867959449347
17803,687,128,47,0.23268743775636033
17804,687,127,47,0.13704538473447508
17805,687,127,46,0.05764146530129677
17806,688,127,45,0.029405066041575556
17807,688,127,44,0.34887580763030884
17808,688,126,44,0.6173995453170046
17809,688,126,43,0.0043195810114666075
17810,689,125,28,0.03751293757462959
17811,689,124,28,0.18659937620103023
17812,689,123,28,0.0006838398068307336
17813,689,125,27,0.004441560133431452
17814,689,124,27,0.33696102015000534
17815,689,123,27,0.10011041459769474
17816,689,124,26,0.045602362034745166
17817,689,123,26,0.22690724047305855
17818,689,123,25,0.06118124902855213
17819,690,127,50,0.020092170126711256
17820,690,128,49,0.08612005072888507
17821,690,127,49,0.6410439340585885
17822,690,127,48,0.252743845085825
17823,691,129,59,0.11082548869915794
17824,691,129,58,0.003916414935588224
17825,693,127,51,0.043989126493158136
17826,693,128,50,0.5937217789956974
17827,693,127,50,0.3622890945111623
17828,694,129,62,0.04519872545104873
17829,694,129,61,0.04477210104042398
17830,696,127,45,0.0182376597106234
17831,696,126,45,0.013488378550720112
17832,696,127,44,0.00047528500189582235
17833,696,126,44,0.9677986767367677
17834,697,127,51,0.03022997059546161
17835,697,127,50,0.9697700294045245
17836,698,128,58,0.010574352320696876
17837,698,129,59,0.0067471627977542924
17838,698,129,58,0.21558029321586045
17839,698,129,57,0.12359328568119153
17840,699,124,28,0.08784360035292826
17841,699,122,27,0.011267117084322873
17842,699,122,26,0.0007783379003085672
17843,699,123,28,0.14963100250624845
17844,699,123,27,0.6095848350448394
17845,699,123,26,0.1408951071113815
17846,700,129,63,0.16708403076946726
17847,704,126,37,0.022949294162324597
17848,704,126,36,0.1758279263326796
17849,704,126,35,0.05177284855017563
17850,704,125,36,0.12090694719701948
17851,704,124,36,0.022392807851017764
17852,704,125,35,0.3261366774788031
17853,704,125,34,0.0338234573364419
17854,704,124,35,0.20508169931765485
17855,704,123,35,0.014544394153696339
17856,704,124,34,0.026563947620248243
17857,705,126,37,0.011955562230452957
17858,705,126,36,0.002217674591099182
17859,705,125,37,0.013753531887740346
17860,705,125,36,0.42036962724779303
17861,705,124,36,0.30804467682215003
17862,705,123,36,0.0014574827412263474
17863,705,124,35,0.14246458040722976
17864,705,123,35,0.09973686407235816
17865,706,127,56,0.025533571804675203
17866,706,127,55,0.03739394000885262
17867,706,129,57,0.002074541328820442
17868,706,129,56,0.06764608707181952
17869,706,128,56,0.0831003551133372
17870,706,129,55,0.06687261661223047
17871,706,128,55,0.16259556258616942
17872,706,129,54,0.14507104266177998
17873,706,128,54,0.1203422168538403
17874,706,129,53,0.15891832422055793
17875,706,128,53,0.07527751160115617
17876,706,129,52,0.03856785951787496
17877,706,128,52,0.014677403139109362
17878,707,127,56,0.6638756108301268
17879,707,127,55,0.33612438916983867
17880,708,127,55,0.06867936152985357
17881,708,128,55,0.012709075537375613
17882,708,128,54,0.06633582431175188
17883,708,127,54,0.044881747805295774
17884,708,128,53,0.0831244952470885
17885,708,129,52,0.018979437925444792
17886,708,128,52,0.21495024440110633
17887,708,127,52,0.0018345389126840962
17888,708,129,51,0.029075496862553698
17889,708,128,51,0.25290489412361333
17890,708,127,51,0.04203625583513746
17891,708,129,50,0.006052002659694198
17892,708,128,50,0.1557566818826132
17893,708,127,50,0.002679942965713889
17894,709,126,42,0.02326973375831093
17895,709,125,42,9.75591752671012e-06
17896,709,127,41,0.02855902686801306
17897,709,126,41,0.14840456168490332
17898,709,125,41,0.061985593968427385
17899,709,124,41,0.010666915160178736
17900,709,126,40,0.08364936339562612
17901,709,125,40,0.15202433888249103
17902,709,124,40,0.056976768634927684
17903,709,125,39,0.14394942145150902
17904,709,124,39,0.015076733123712957
17905,709,126,39,0.09502257126960864
17906,709,126,38,0.08525059928935329
17907,709,126,37,0.005795743309880137
17908,709,125,38,0.08935887328543127
17909,710,126,37,0.002291500580142332
17910,710,125,37,0.13364007871406255
17911,710,124,37,0.28958731651011155
17912,710,123,37,0.03417520956353707
17913,710,125,36,0.1309682350989883
17914,710,124,36,0.37383815579057805
17915,710,123,36,0.03549950374287546
17916,711,128,59,0.024512545658616738
17917,711,129,61,0.03474362007552739
17918,711,128,61,0.05298100978257068
17919,711,128,60,0.1385827225360821
17920,711,129,60,0.18162424372916414
17921,711,129,59,0.06722323699262586
17922,712,122,27,0.0025958772579018036
17923,712,122,26,0.05325902198383979
17924,712,123,27,0.00014019046840750397
17925,712,123,26,0.02451268429616874
17926,712,124,25,0.0007912953750142898
17927,712,123,25,0.05438066763600168
17928,712,124,24,0.01398466607034744
17929,712,123,24,0.07811363010730649
17930,712,122,24,0.07806135145169271
17931,712,124,23,0.02678340323402188
17932,712,123,23,0.07811363010732056
17933,712,122,25,0.07473423169428053
17934,712,121,25,0.016844127573087415
17935,712,121,24,0.04918127432912759
17936,712,121,23,0.06041798754512963
17937,712,122,23,0.07806135145169234
17938,712,124,22,0.010084242594071284
17939,712,123,22,0.07770131813438398
17940,712,122,22,0.07806135145168609
17941,712,123,21,0.009234850737328461
17942,712,122,21,0.03807477474699824
17943,712,121,22,0.07681803772888662
17944,712,120,22,0.0017618535478754443
17945,712,120,21,3.397028925072281e-06
17946,712,121,21,0.018284783448530188
17947,713,125,49,0.00013401658631242565
17948,713,127,50,0.03354389953346662
17949,713,126,50,3.31761478888727e-05
17950,713,127,49,0.15906235417037676
17951,713,126,49,0.13696746603582244
17952,713,127,48,0.11971485621514073
17953,713,126,48,0.22998970949418257
17954,713,127,47,0.009138722517857923
17955,713,126,47,0.2019646405063729
17956,713,125,47,0.04367715070847521
17957,713,126,46,0.0049785866157891585
17958,713,125,48,0.060795421468313716
17959,714,123,30,8.63229030755689e-05
17960,714,122,30,0.046597314119735195
17961,714,123,29,0.28859190429311027
17962,714,124,29,0.10532646163104967
17963,714,125,28,0.013860791516930517
17964,714,124,28,0.1317988778317451
17965,714,122,29,0.260330191498523
17966,714,122,28,0.019923103251188293
17967,714,123,28,0.1334850329546449
17968,715,127,60,0.10221597488971215
17969,715,128,59,0.45630799059010785
17970,715,127,59,0.004197146090483296
17971,715,128,60,0.2345876466088909
17972,715,129,59,0.20269124182063375
17973,716,126,38,0.012956038358188763
17974,716,126,37,0.05385088528583883
17975,716,125,38,0.014233432108577129
17976,716,124,38,7.676589400834174e-05
17977,716,123,38,0.0013145667581074504
17978,716,125,37,0.3755913898620737
17979,716,124,37,0.3395908689035934
17980,716,123,37,0.20238605282961047
17981,717,129,72,0.003473012709056372
17982,717,129,71,0.01975732701050304
17983,718,128,58,0.1312149222487181
17984,718,127,58,0.10339953794659898
17985,718,127,57,0.1635759428850042
17986,718,127,56,0.12184757634198583
17987,718,129,58,0.0005657060231635539
17988,718,129,57,0.11177195669688224
17989,718,128,57,0.23670409265164863
17990,718,129,56,0.009263788009695479
17991,718,128,56,0.12165647719626027
17992,719,129,72,0.002420573607250259
17993,719,129,71,0.028431174919097264
17994,719,129,70,0.026344940880770436
17995,719,129,69,0.00013076630816191047
17996,720,127,55,0.04636870706953292
17997,720,126,53,0.006245012295058121
17998,720,126,52,0.08564503137420557
17999,720,125,52,0.0007130285102425822
18000,720,126,51,0.1294367617728709
18001,720,125,51,0.01624377143771888
18002,720,125,49,0.020351178398228628
18003,720,128,54,0.00549172087782261
18004,720,127,54,0.06479458236792474
18005,720,128,53,0.03255564703925168
18006,720,127,53,0.1268270590516511
18007,720,128,52,0.011610912706705867
18008,720,127,52,0.13505675631430145
18009,720,127,51,0.11157216790498864
18010,720,127,50,0.0629678068429578
18011,720,126,50,0.09299523659266126
18012,720,126,49,0.04968238801585884
18013,720,125,48,0.0014422314280138138
18014,721,123,38,0.019941407968506027
18015,721,123,37,0.33876948876636626
18016,721,124,36,0.07224093296383433
18017,721,123,36,0.5105903246841039
18018,721,122,36,0.04863596586067561
18019,721,123,35,0.0029401762799823486
18020,721,122,35,0.0068817034767334525
18021,722,124,28,0.007218782301168134
18022,722,122,29,0.060931960664005205
18023,722,121,29,0.04499091243880607
18024,722,122,28,0.2944079037941014
18025,722,121,28,0.14641862852550291
18026,722,122,27,0.18625575919561266
18027,722,121,27,0.09526988487939254
18028,722,123,28,0.1401972596512365
18029,722,123,27,0.02430890855025491
18030,723,128,59,0.2662553018929504
18031,723,127,59,0.07288202315101278
18032,723,128,58,0.21995021130128264
18033,723,127,58,0.2215940851857496
18034,723,126,58,0.015476432031729853
18035,723,129,59,0.07457308005922066
18036,723,129,58,0.129268866377816
18037,724,127,60,0.04665846475444532
18038,724,129,63,0.013290562832028605
18039,724,128,63,0.018837615389822378
18040,724,129,62,0.195878642668551
18041,724,128,62,0.19300270515331927
18042,724,127,62,0.09800044205574328
18043,724,129,61,0.16187064141194096
18044,724,128,61,0.1561598989655507
18045,724,127,61,0.09077324878072329
18046,724,128,60,0.016474136850107367
18047,724,129,60,0.0007289009847557261
18048,725,124,41,0.05557467468189737
18049,725,124,40,0.17349826394242396
18050,725,123,40,0.2628061741886553
18051,725,125,39,0.014755569453557459
18052,725,124,39,0.21569222339416835
18053,725,123,39,0.07547892312841355
18054,725,123,41,0.06700013872440462
18055,725,122,41,0.0005283615667253401
18056,725,122,40,0.03249364452347444
18057,725,125,38,0.06778941735426207
18058,725,124,38,0.03438260904193236
18059,726,129,72,0.003962115034192114
18060,726,129,71,0.19571660855152204
18061,726,128,71,0.009377940176559414
18062,726,128,70,0.19083140477523372
18063,726,128,69,0.05424332616067919
18064,726,129,70,0.32862885625832006
18065,726,129,69,0.18793536473188843
18066,726,129,68,0.005034121747760433
18067,727,126,57,0.00859487107376854
18068,727,125,57,0.001806618918920531
18069,727,127,56,0.06841729103291792
18070,727,126,56,0.6461887726815324
18071,727,125,56,0.25672273011183583
18072,727,126,55,0.0006124944962897378
18073,727,125,55,0.017657221684736893
18074,728,128,64,0.03484840906713186
18075,728,127,64,0.1279168874217412
18076,728,126,63,0.0006258677290314234
18077,728,129,63,0.1099061763299343
18078,728,128,63,0.3281299776214039
18079,728,127,63,0.30336983943855933
18080,728,129,62,0.012830522366084837
18081,728,128,62,0.0444922397817294
18082,728,127,62,0.026345313938589257
18083,729,124,33,0.0015122950742340539
18084,729,123,33,0.004706714534722658
18085,729,122,33,0.013669217233987166
18086,729,121,33,0.0193848185472323
18087,729,124,32,0.04941704822300627
18088,729,126,31,0.011338725215556992
18089,729,125,31,0.02008124880728101
18090,729,127,30,0.001987963743184788
18091,729,124,31,0.07609352998484784
18092,729,126,30,0.06469180470931736
18093,729,123,32,0.07002215445420786
18094,729,122,32,0.07105743899621775
18095,729,121,32,0.04082264309598626
18096,729,123,31,0.0777712393422936
18097,729,122,31,0.07641230934147719
18098,729,121,31,0.033308146965281095
18099,729,123,30,0.07775206837746883
18100,729,122,30,0.05893040751570865
18101,729,121,30,0.003656128127675289
18102,729,123,29,0.01367949702655795
18103,729,125,30,0.07787521211637721
18104,729,124,30,0.07782324677718915
18105,729,126,29,0.004037067328340618
18106,729,125,29,0.014593905999529193
18107,729,124,29,0.039375168462269135
18108,730,121,33,0.2223240482483691
18109,730,121,32,0.6606385073680097
18110,730,121,31,0.11703744438362021
18111,731,129,72,0.3922652060100289
18112,731,128,72,0.036372637868804014
18113,731,129,71,0.19375834772350925
18114,732,121,33,1.0000000000000002
18115,733,126,59,0.03394668767581887
18116,733,127,58,0.036628250546881035
18117,733,126,58,0.2922985956621676
18118,733,127,57,0.09944055297802824
18119,733,126,57,0.31922117938947564
18120,733,125,59,0.011590061170867083
18121,733,125,58,0.043213128265697495
18122,733,125,57,0.07638953355185012
18123,733,127,56,0.05123298356005214
18124,733,126,56,0.035828008511180016
18125,733,125,56,0.00021101868793957227
18126,734,125,56,0.5316329576679928
18127,734,125,55,0.46836704233200543
18128,735,129,72,0.010046094138945813
18129,735,128,72,0.02900126570962904
18130,735,129,71,0.012280075718726656
18131,735,128,71,0.05201163996295568
18132,735,128,70,0.03485802002168515
18133,735,128,69,0.08448961405184982
18134,735,127,69,0.002610959273303936
18135,735,128,68,0.08134033406764615
18136,735,129,70,0.007643489132027379
18137,735,129,69,0.059605103642413323
18138,735,129,68,0.030025149982786083
18139,735,129,67,0.062200299679395055
18140,735,129,66,0.034474927392897585
18141,735,129,65,0.03950604607672269
18142,735,129,64,0.011940510755876649
18143,735,128,67,0.010994177261638382
18144,736,121,32,0.407763824663968
18145,736,121,31,0.10366664391484108
