,nhru_v1_1,i,j,wght
7126,1273,76,42,0.02581969156817923
7127,1273,77,41,0.04947162727270253
7128,1273,76,41,0.008064247590545486
7129,1273,77,39,0.018621793075199084
7130,1273,77,38,0.00016815222044820486
7131,1273,75,42,0.00012672022096057423
7132,1273,77,40,0.02278760318808574
7133,1273,76,40,0.012314464283026504
7134,1273,76,39,0.0002848856242669092
7135,1274,80,53,0.010858189189221296
7136,1274,79,53,0.0007064631409580374
7137,1274,82,48,0.024817385354929455
7138,1274,82,47,0.011737291183071527
7139,1274,77,52,0.0023920590791760873
7140,1274,81,53,0.010411513723287576
7141,1274,82,52,0.006395234319058419
7142,1274,81,52,0.02799103257485064
7143,1274,82,51,0.0014801364684059889
7144,1274,81,51,0.02564777384114111
7145,1274,82,50,0.006902216323572867
7146,1274,80,52,0.028124405520802035
7147,1274,79,52,0.021207925897284954
7148,1274,78,52,0.015664140043923275
7149,1274,80,51,0.02812440552080931
7150,1274,79,51,0.028104350459688825
7151,1274,78,51,0.028084280144241493
7152,1274,79,50,0.028104350459680297
7153,1274,78,50,0.02808428014423059
7154,1274,79,49,0.028104350459673497
7155,1274,78,49,0.028084280144223626
7156,1274,81,50,0.02814444531787065
7157,1274,80,50,0.028124405520804936
7158,1274,82,49,0.01803360242224553
7159,1274,81,49,0.028144445317867507
7160,1274,80,49,0.02812440552079742
7161,1274,81,48,0.028144445317878648
7162,1274,80,48,0.02810934889232656
7163,1274,81,47,0.022088540554415233
7164,1274,80,47,0.007988229725579804
7165,1274,81,46,0.0016796201033609788
7166,1274,77,51,0.02571864931075525
7167,1274,76,51,0.002053156185672514
7168,1274,77,50,0.028064194584181513
7169,1274,76,50,0.007523262484737109
7170,1274,77,49,0.02806419458417364
7171,1274,76,49,0.025141793223238104
7172,1274,75,49,0.0014393815757667654
7173,1274,76,48,0.02804409378926373
7174,1274,75,48,0.012080537403904239
7175,1274,76,47,0.02804409378926231
7176,1274,79,48,0.02810435045968673
7177,1274,78,48,0.028084280144238482
7178,1274,77,48,0.028064194584189173
7179,1274,79,47,0.018019968250893647
7180,1274,78,47,0.014790410068500483
7181,1274,77,47,0.027530523557634193
7182,1274,77,46,0.00825611549002432
7183,1274,75,47,0.025987541794894563
7184,1274,76,46,0.01960671315145722
7185,1274,75,46,0.005729489972445246
7186,1274,74,47,4.5502909689952814e-05
7187,1275,85,85,0.0004040400398947464
7188,1275,83,84,0.005430748595834256
7189,1275,84,83,0.0061447313984943665
7190,1275,83,83,0.022604947093541376
7191,1275,84,82,0.024069571781029253
7192,1275,83,82,0.02434024023911566
7193,1275,82,82,0.023734562528248963
7194,1275,82,84,0.0039208456019893525
7195,1275,82,83,0.012498008960123064
7196,1275,81,82,0.006012135622733979
7197,1275,81,81,0.015424187477177376
7198,1275,83,81,0.024340240239112992
7199,1275,82,81,0.024322960171452208
7200,1275,83,80,0.024340240239111098
7201,1275,82,80,0.02432296017144373
7202,1275,83,79,0.02085436515266684
7203,1275,82,79,0.024322960171442788
7204,1275,81,79,0.002867676273553314
7205,1275,83,78,0.007991631373876503
7206,1275,82,78,0.0166869882774239
7207,1275,81,78,8.0534697757412e-06
7208,1275,86,87,0.001740148617014088
7209,1275,86,86,0.01908363595705311
7210,1275,86,85,0.023150379732349482
7211,1275,86,84,0.024392001165210578
7212,1275,85,84,0.007239319987803927
7213,1275,86,83,0.024392001165204128
7214,1275,85,83,0.02189774143557005
7215,1275,86,82,0.024392001165212243
7216,1275,85,82,0.02437476074434623
7217,1275,86,81,0.024392001165211837
7218,1275,85,81,0.024374760744338857
7219,1275,84,81,0.024357507099490937
7220,1275,86,80,0.024392001165208864
7221,1275,85,80,0.02437476074433474
7222,1275,84,80,0.024357507099494025
7223,1275,85,79,0.016374275900915405
7224,1275,84,79,0.017119821398649673
7225,1275,86,79,0.022308113409408265
7226,1275,86,78,0.00039017289836709474
7227,1275,81,80,0.00912424841283619
7228,1276,80,70,0.004389482616215759
7229,1276,79,70,0.0013757950757907745
7230,1276,80,69,0.121479996440033
7231,1276,79,69,0.16048006117369185
7232,1276,78,69,0.010028724958958287
7233,1276,80,68,0.07482933578510433
7234,1276,79,68,0.19248328658083674
7235,1276,78,68,0.04089923743167836
7236,1276,79,67,0.19191353915188536
7237,1276,78,67,0.060662131527963806
7238,1276,79,66,0.044078586558395236
7239,1276,80,67,0.01743477837873556
7240,1276,81,66,0.0010095847787541519
7241,1276,80,66,0.07731373622025667
7242,1276,80,65,0.001621723321722701
7243,1277,79,61,4.044219406807647e-06
7244,1277,80,60,0.00015219872061123917
7245,1277,80,59,0.011421810674860425
7246,1277,81,58,0.00017695186172254603
7247,1277,80,58,0.03988648927758473
7248,1277,81,57,0.009406979816820408
7249,1277,77,60,0.005017094685308927
7250,1277,77,59,0.0280374310107386
7251,1277,77,58,0.025236593491629856
7252,1277,76,58,8.120826277683176e-05
7253,1277,77,57,0.02213173797198995
7254,1277,79,60,0.022783017258732732
7255,1277,78,60,0.031172716007955528
7256,1277,79,59,0.04288899433043286
7257,1277,78,59,0.04300114305479784
7258,1277,79,58,0.0430318736450579
7259,1277,78,58,0.043001143054808164
7260,1277,79,57,0.043031873645068525
7261,1277,78,57,0.043001143054810356
7262,1277,79,56,0.04303187364503935
7263,1277,78,56,0.04292038513498642
7264,1277,82,55,0.009719585687952961
7265,1277,82,54,0.00724499493008274
7266,1277,80,57,0.043062580878722743
7267,1277,81,56,0.030940916260181528
7268,1277,80,56,0.04306258087869607
7269,1277,81,55,0.0430884641321531
7270,1277,80,55,0.043062580878725186
7271,1277,79,55,0.041222957654641866
7272,1277,80,54,0.03198501710453606
7273,1277,79,54,0.010292438173529176
7274,1277,78,61,0.003449977933907849
7275,1277,76,56,0.00822803317695962
7276,1277,76,55,0.03389718264042386
7277,1277,75,55,0.00043874325016716103
7278,1277,76,54,0.0002762913459943967
7279,1277,77,56,0.03341038897700177
7280,1277,78,55,0.012466319879611018
7281,1277,77,55,0.02039440429796625
7282,1277,81,54,0.0377205741115342
7283,1277,81,53,0.006619264982053135
7284,1278,83,93,0.9824133284170384
7285,1278,83,92,0.017586671582939393
7286,1279,86,93,0.0011242575048898092
7287,1279,86,92,0.0034660541333084473
7288,1279,85,92,0.03139117758057664
7289,1279,86,91,0.02387293431644196
7290,1279,85,91,0.031391177580582394
7291,1279,86,90,0.0314133807570023
7292,1279,85,90,0.0258984481611228
7293,1279,86,89,0.03141338075699666
7294,1279,85,93,0.008834769253598882
7295,1279,84,93,0.004008601815649585
7296,1279,83,93,0.004272616547911127
7297,1279,84,92,0.022556596925697028
7298,1279,83,92,0.003283888102652036
7299,1279,84,91,0.009199006262964453
7300,1279,84,90,0.0013555324982485182
7301,1279,85,89,0.03000199166855422
7302,1279,84,89,0.002921286683852409
7303,1279,86,88,0.03141338075698986
7304,1279,85,88,0.03139117758057714
7305,1279,84,88,0.01999731186632281
7306,1279,85,87,0.03139117758057557
7307,1279,84,87,0.031368957373561664
7308,1279,85,86,0.031391177580574886
7309,1279,84,86,0.031368957373566
7310,1279,83,86,0.03006903284263508
7311,1279,83,88,0.00040455731108833375
7312,1279,83,87,0.017171406297173734
7313,1279,82,86,0.008900714816095919
7314,1279,81,86,6.869522188833085e-05
7315,1279,82,85,0.031227472248171056
7316,1279,85,85,0.03087083226211115
7317,1279,84,85,0.03136895737357097
7318,1279,83,85,0.03134672014687121
7319,1279,84,84,0.03136895737357282
7320,1279,83,84,0.024352698939632676
7321,1279,84,83,0.02345542925576157
7322,1279,83,83,0.0022348073836720938
7323,1279,84,82,0.00037081917679447114
7324,1279,81,85,0.008704998997971334
7325,1279,82,84,0.017298325694824097
7326,1279,81,84,0.0006120444676093714
7327,1279,86,87,0.029172320226134238
7328,1279,86,86,0.006836409048671148
7329,1279,86,85,0.0015990293933739303
7330,1279,85,84,0.022067977173265925
7331,1279,85,83,0.003190043742683789
7332,1280,79,66,0.017844795037202675
7333,1280,78,66,0.4134845128074409
7334,1280,77,66,0.1613451862062384
7335,1280,78,65,0.24025852878748152
7336,1280,77,65,0.16706697716163088
7337,1281,83,93,0.05427499096202814
7338,1281,83,92,0.3271415017381263
7339,1281,83,91,0.10847303676938287
7340,1281,82,90,0.014394580818002791
7341,1281,82,93,0.020264041320413023
7342,1281,82,92,0.1324591501741862
7343,1281,82,91,0.3429926982178984
7344,1282,79,66,0.008365490239640021
7345,1282,78,66,0.00241868946658749
7346,1282,79,65,0.04350007117565252
7347,1282,79,64,0.05146589259074062
7348,1282,80,63,0.0008461827724877502
7349,1282,79,63,0.06418489823078759
7350,1282,79,62,0.04788666059007485
7351,1282,79,61,0.009810185041719505
7352,1282,77,61,0.07567019963240577
7353,1282,76,61,0.03397273766094131
7354,1282,77,60,0.06035423110415241
7355,1282,76,60,0.00344103252562434
7356,1282,77,59,0.003986814223840529
7357,1282,78,60,0.020829679559429357
7358,1282,78,65,0.06528382055007774
7359,1282,77,65,0.046390877565595616
7360,1282,78,64,0.07572435683741867
7361,1282,77,64,0.0487352757140387
7362,1282,78,63,0.0757243568373982
7363,1282,77,63,0.043239186216981536
7364,1282,78,62,0.07572435683740526
7365,1282,77,62,0.06620305823097337
7366,1282,76,62,0.010606031770956703
7367,1282,78,61,0.0656092746887173
7368,1282,76,64,2.6639936370579314e-05
7369,1283,78,68,0.0053981939534877635
7370,1283,79,67,0.0005069636877278445
7371,1283,78,67,0.5107404707456996
7372,1283,79,66,0.01080578906171955
7373,1283,78,66,0.09945027204547405
7374,1283,77,68,0.019867466511287405
7375,1283,77,67,0.3523956036924901
7376,1283,77,66,0.0008352403021136984
7377,1284,75,57,0.41068886512680547
7378,1284,75,56,0.5893111348732323
7379,1285,77,58,0.08718336099231404
7380,1285,76,58,0.13715568643318132
7381,1285,75,58,0.032101758856161934
7382,1285,77,57,0.10460904309322587
7383,1285,76,57,0.21555482048129465
7384,1285,75,57,0.15106853292006386
7385,1285,76,56,0.1708029018503882
7386,1285,75,56,0.0429366365833701
7387,1285,76,55,0.00780015708618189
7388,1285,75,55,0.0027963531671138415
7389,1285,77,56,0.047990748536705236
7390,1286,85,90,0.014245441271202496
7391,1286,84,92,0.022854933064052698
7392,1286,83,92,0.027188739488065935
7393,1286,84,91,0.05749796001463611
7394,1286,83,91,0.06630319458991116
7395,1286,84,90,0.07784007708332796
7396,1286,83,90,0.08129798990546429
7397,1286,82,90,0.06849397103847182
7398,1286,82,91,0.01131925898197992
7399,1286,81,90,0.005864229391477532
7400,1286,85,89,0.0036028656817445465
7401,1286,84,89,0.07377928005641757
7402,1286,84,88,0.029492461007864415
7403,1286,83,89,0.08129798990544639
7404,1286,82,89,0.08124027335243054
7405,1286,83,88,0.08024876701897844
7406,1286,82,88,0.08124027335243421
7407,1286,83,87,0.007894056405545346
7408,1286,82,87,0.015209545243475108
7409,1286,81,87,0.007229371685820385
7410,1286,81,89,0.051265939005727006
7411,1286,81,88,0.05459338245557808
7412,1287,74,57,0.011251068397723434
7413,1287,75,57,0.029542920751940045
7414,1287,76,56,0.024987508186410268
7415,1287,75,56,0.6555428022958499
7416,1287,76,55,0.0003528434978068304
7417,1287,75,55,0.0192882384730707
7418,1287,74,56,0.2590346183971998
7419,1288,75,56,0.46407628341024654
7420,1288,75,55,0.07574500511894586
7421,1288,74,56,0.3916144493321944
7422,1288,74,55,0.06856426213861301
7423,1289,83,86,0.0041093342093182625
7424,1289,83,87,0.029982461278092457
7425,1289,82,87,0.02599849926897831
7426,1289,82,86,0.07099697164196535
7427,1289,81,86,0.0643783481588918
7428,1289,82,85,0.00031195377447505935
7429,1289,80,86,0.011282578728243429
7430,1289,82,82,0.0024371656862785555
7431,1289,80,85,0.017193928159227084
7432,1289,79,83,0.019216682410020083
7433,1289,79,82,0.02761638043907918
7434,1289,81,85,0.07267774277062078
7435,1289,82,84,0.0288709772705618
7436,1289,81,84,0.09870653306672053
7437,1289,80,84,0.01694669111630787
7438,1289,82,83,0.04897940307304236
7439,1289,81,83,0.10067500787272657
7440,1289,80,83,0.08383666106726713
7441,1289,81,82,0.07577251070952495
7442,1289,80,82,0.09998808579417265
7443,1289,81,81,0.03675449315121348
7444,1289,80,81,0.05953190291538267
7445,1289,81,80,0.00373568743788517
7446,1290,78,56,7.626141658781864e-05
7447,1290,79,55,0.0017081977377926961
7448,1290,80,54,0.01046077843277303
7449,1290,79,54,0.030916543335986733
7450,1290,80,53,0.024965118171170367
7451,1290,79,53,0.03961444021182595
7452,1290,76,55,0.007062484478748216
7453,1290,75,55,0.017384106215769912
7454,1290,76,54,0.04028787847610827
7455,1290,75,54,0.040519700622256176
7456,1290,74,54,0.03018061224748326
7457,1290,75,53,0.040519700622270956
7458,1290,74,55,0.0032479447504439925
7459,1290,73,53,0.001984704935828226
7460,1290,78,55,0.028834681183617768
7461,1290,77,55,0.021318981318349396
7462,1290,78,54,0.04060689146295933
7463,1290,77,54,0.040577849872697434
7464,1290,78,53,0.04060689146296987
7465,1290,77,53,0.040577849872699176
7466,1290,76,53,0.04054878625442264
7467,1290,77,52,0.03711918606138996
7468,1290,76,52,0.040548786254432964
7469,1290,81,54,0.0009205218898752224
7470,1290,81,53,0.006571266495662221
7471,1290,79,52,0.00997149872631906
7472,1290,78,52,0.01795820574419776
7473,1290,77,51,0.003391409779791347
7474,1290,76,51,0.03758014009508134
7475,1290,76,50,0.029670946352653774
7476,1290,76,49,0.004196418903112652
7477,1290,75,49,0.02474042801245761
7478,1290,75,48,0.021751453891923147
7479,1290,75,47,0.00030044794222377694
7480,1290,74,53,0.037965872170041076
7481,1290,75,52,0.04051970062223696
7482,1290,74,52,0.04046611810717125
7483,1290,75,51,0.04051970062226679
7484,1290,74,51,0.02932681005000844
7485,1290,73,51,0.0003220439053984297
7486,1290,75,50,0.027110975232010334
7487,1290,74,50,0.0005671662636162722
7488,1290,74,49,6.878566522944217e-05
7489,1290,73,52,0.005961187544590778
7490,1290,74,48,0.0004505265855588229
7491,1291,79,76,0.2122240979263373
7492,1291,78,76,0.014624464260636018
7493,1291,79,75,0.2237206839816024
7494,1291,78,75,0.22185219348309734
7495,1291,79,74,6.585276265796838e-07
7496,1291,78,74,0.24004077091197268
7497,1291,77,74,0.08020878899743479
7498,1291,77,73,0.0073283419112922235
7499,1292,77,75,0.0008374317545088334
7500,1292,79,76,0.05475878273089519
7501,1292,78,76,0.41232882554759676
7502,1292,78,75,0.3422693746264422
7503,1292,78,74,0.0325468799479068
7504,1292,77,74,0.15725870539265113
7505,1293,77,74,0.09837070232977434
7506,1293,76,73,0.0299477732474553
7507,1293,77,73,0.8716815244226583
7508,1294,76,73,0.9999999999999999
7509,1295,80,75,0.01596071959024148
7510,1295,81,74,0.0010155335464492113
7511,1295,80,74,0.04183295605143674
7512,1295,81,73,0.02943333799524413
7513,1295,82,71,0.030460078588804656
7514,1295,82,70,0.008705578713110078
7515,1295,81,70,0.06086320462491638
7516,1295,81,69,0.003828704820283422
7517,1295,80,73,0.06330771012330907
7518,1295,81,72,0.02994855963750961
7519,1295,80,72,0.06330771012330794
7520,1295,79,72,0.06326256641366827
7521,1295,81,71,0.058701678568105244
7522,1295,80,71,0.06106130107606363
7523,1295,79,71,0.057327275165819286
7524,1295,80,70,0.02306609179903367
7525,1295,79,70,0.0013219336265256397
7526,1295,80,76,0.0014913497939385532
7527,1295,79,76,0.006333332888706755
7528,1295,79,75,0.03170275125594028
7529,1295,78,75,1.599997722014111e-07
7530,1295,79,74,0.06326247351653612
7531,1295,78,74,0.02706809848517141
7532,1295,77,74,0.0008888906274732011
7533,1295,79,73,0.06326256641366033
7534,1295,76,73,0.004588124965418156
7535,1295,76,72,0.007919117505165536
7536,1295,78,73,0.06321738836675732
7537,1295,77,73,0.03854222544105599
7538,1295,78,72,0.046734537376768186
7539,1295,77,72,0.026408165926629496
7540,1295,78,71,0.0046859414473938744
7541,1295,78,70,0.0004899355258297354
7542,1296,76,73,0.9999999999999999
7543,1297,76,61,0.06028235455318279
7544,1297,77,60,0.009381743138823097
7545,1297,76,60,0.10447973273785677
7546,1297,77,59,0.03229557465985544
7547,1297,76,59,0.10946093556314747
7548,1297,77,58,0.000934093624756532
7549,1297,76,58,0.0396048648641204
7550,1297,75,58,0.09254956146517547
7551,1297,76,62,0.014094719791650646
7552,1297,75,62,0.05255214189606174
7553,1297,74,62,0.045339149153290424
7554,1297,75,61,0.10938241926703623
7555,1297,74,61,0.056873253554045225
7556,1297,75,60,0.0997923669493292
7557,1297,74,60,0.02204627355323882
7558,1297,75,59,0.10500810458291704
7559,1297,74,59,0.0006166397723974628
7560,1297,74,58,0.01140830623296838
7561,1297,74,57,0.007959950760842539
7562,1297,75,57,0.025937813879288212
7563,1298,78,67,0.00011338350661085016
7564,1298,79,66,0.0015511481698417143
7565,1298,78,66,0.15500665288965373
7566,1298,77,68,5.3575336593902945e-05
7567,1298,77,67,0.12263667021137181
7568,1298,76,67,0.03936416250629465
7569,1298,75,67,0.00019067234676362828
7570,1298,77,66,0.1574422530340659
7571,1298,76,66,0.22884991919530182
7572,1298,75,66,0.14515776233948294
7573,1298,76,65,0.053685365804551216
7574,1298,74,66,0.00039754819231558865
7575,1298,74,65,0.0006279718005390525
7576,1298,75,65,0.09492291466661358
7577,1299,83,94,0.0010550748152305615
7578,1299,82,94,0.046689122027442534
7579,1299,83,93,0.004893060108722198
7580,1299,83,92,0.00022531599489989437
7581,1299,82,90,0.014134373913477856
7582,1299,81,94,0.01811268267037581
7583,1299,82,93,0.10307170818209961
7584,1299,81,93,0.09996125924849505
7585,1299,82,92,0.0826919178747043
7586,1299,81,92,0.10667669027248247
7587,1299,80,92,0.08465709669134984
7588,1299,82,91,0.02957543931110132
7589,1299,81,91,0.10667669027250974
7590,1299,80,91,0.07763695786489695
7591,1299,81,90,0.09897088564086982
7592,1299,80,93,0.02029936227349432
7593,1299,80,90,0.06546290503611768
7594,1299,81,89,0.03036612952284842
7595,1299,80,89,0.008843328278911364
7596,1300,74,61,0.5935285131637754
7597,1300,74,60,0.4029210247523889
7598,1300,73,60,0.0035504620838637826
7599,1301,74,60,0.5639939653882863
7600,1301,73,60,0.4360060346125434
7601,1302,78,87,0.017739267597687392
7602,1302,83,87,0.005103632056233599
7603,1302,82,87,0.04901522441184108
7604,1302,81,87,0.0779532725261921
7605,1302,82,86,0.0009848653602639377
7606,1302,81,86,0.03164009258340816
7607,1302,80,88,0.005492527632797635
7608,1302,79,88,0.01908567977633791
7609,1302,80,87,0.07297293088428716
7610,1302,79,87,0.08544846427315145
7611,1302,80,86,0.07833846783382988
7612,1302,79,86,0.08817089854789589
7613,1302,78,86,0.035914361289407476
7614,1302,80,85,0.07315393811947399
7615,1302,79,85,0.08601717362150497
7616,1302,78,85,0.0089529678740343
7617,1302,79,84,0.0653458792068522
7618,1302,79,83,0.06736079976447312
7619,1302,78,83,0.005394127515818431
